"aspect","aspect_keyword","aspect_sentiment","confidence_score","flag","id","polarity","response_confidence_score","review_text","reviewer_id","reviewer_name","sentiment_keyword","source_name","source_review_id","star_rating","response"
"[product-overall]","[dog]","[]","88.49","0","112171","positive","100.0","Good buy my dog haply","","Flipkart Customer","[[good]]","Flipkart","910c7eed-63d4-4968-85c2-a4a66bb50090","5","Dear Flipkart Customer, Happy to hear your great experience with pedigree, do continue keeping in touch with us with all the more such wonderful encounters! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","43.71","0","111509","positive","98.0","Nice","","Flipkart Customer","[]","Flipkart","9114a96c-109b-4ca0-bf63-b1789dd5e5cb","5","Dear Flipkart Customer,Thanks, we appreciate your feedback. "
"[product-overall]","[products]","[]","47.725","0","111987","positive","100.0","Best products","","PANKAJ KUMAR","[[best]]","Flipkart","91513425-f897-4f8e-8fec-268ca6448042","5","Dear PANKAJ KUMAR, We're pleased to know your dog appreciates pedigree. Do continue imparting more pedigree encounters to all of us. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[price, vfm]","[price, price]","[]","88.49","0","112039","positive","100.0","Latest stock and good price 519","","Bala","[[good]]","Flipkart","919c1af2-e474-4df6-851b-cb59b2bf1be5","5","Dear Bala, We at pedigree are happy to know that the food was liked by your pet! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","0.0","0","111857","negative","98.0","Asowm","","Flipkart Customer","[]","Flipkart","919e2a1b-7963-4f23-b00d-c9be2383a39c","5","Dear Flipkart Customer,Thanks, we appreciate your feedback. "
"[packaging]","[box]","[]","39.76","0","112184","positive","98.0","They didn't gave the box which is shown on the picture. But more important is that my cat loooooved the food.","","Aksha Tigga","[[important]]","Flipkart","92008b59-6ffe-4aa3-916d-5902ca57ac5b","5","Dear Aksha Tigga, Glad to understand that your dog prefers pedigree! Continue writing your magnificent encounters to everyone. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[delivery, product-overall]","[delivery]","[[five star]]","95.45","0","111378","positive","100.0","Thums up, best food for cats, flipkart delivery five star","","jaspal  kaur","[[best]]","Flipkart","9294da65-bed7-4577-938a-48f5f726b25f","5","Dear jaspal  kaur, Pleased to hear your great experience with pedigree, do continue keeping in touch with us with all the wonderful encounters! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","0.0","0","112220","negative","98.0","Vry vry niceee","","Vijetha Shenoy","[]","Flipkart","92977c8c-c86c-4cd5-98b7-1e69d6c643f2","5","Dear Vijetha Shenoy,Thanks, we appreciate your feedback. "
"[]","[]","[]","44.245","0","111793","positive","98.0","Good","","Vinod Sharma","[]","Flipkart","939c7da3-862b-49ca-a358-4c867a006e99","4","Dear Vinod Sharma,Thanks, we appreciate your feedback. "
"[]","[]","[]","44.245","0","111691","positive","98.0","Good","","Flipkart Customer","[]","Flipkart","939f27c5-02df-4e56-923d-0b37ecad86ae","5","Dear Flipkart Customer,Thanks, we appreciate your feedback. "
"[]","[]","[]","21.855","0","111711","positive","98.0","Nice.......#####","","Flipkart Customer","[]","Flipkart","94bbd311-2c03-4fc8-a001-24d2bcde46cf","5","Dear Flipkart Customer,Thanks, we appreciate your feedback. "
"[]","[]","[]","43.71","0","112292","positive","98.0","Nice","","mousumi das barman","[]","Flipkart","94ee2b17-89ae-466d-9339-8e26c819c9ea","5","Dear mousumi das barman,Thanks, we appreciate your feedback. "
"[price, product-overall, vfm]","[price, product, price]","[]","97.62","0","112100","positive","100.0","Amazin product at amazing price of 150 my dogs love it and dont eat food without it plz flipkart guys don't increase itz price","","Nikunj  Gupta","[[amazing, love]]","Flipkart","9516e7a3-7f75-4d80-9a1f-41de36cb1d64","5","Dear Nikunj  Gupta, We're glad to know your pet enjoys pedigree. Do keep sharing more pedigree experiences with us. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[delivery, dog-user-breed, product-overall]","[delivery, gsd, product]","[]","89.96","0","111600","positive","100.0","My gsd like it very much.... Good product with good delivery","","N kumar Verma","[[like, good]]","Flipkart","956949f8-db07-4852-9481-d496fb77d1a7","4","Dear N kumar Verma, Happy to hear your great experience with pedigree, do continue keeping in touch with us with all the more such wonderful encounters! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","44.245","0","111601","positive","98.0","Good","","PRAKASH REDDY Battini","[]","Flipkart","959c29fc-662e-46be-a8da-19a55812b5a8","4","Dear PRAKASH REDDY Battini,Thanks, we appreciate your feedback. "
"[]","[]","[]","47.725","0","112322","positive","98.0","Best qualitey","","Supriyo Ghosh","[[best]]","Flipkart","95d38dd2-0afb-4436-83c9-a0fc14953398","5","Dear Supriyo Ghosh,Thanks, we appreciate your feedback. "
"[price, product-overall, vfm]","[price, product, price]","[]","86.015","0","111296","positive","100.0","Good food for cats. Product is good but i think price is high","","Arif","[[good, high]]","Flipkart","9649c0e1-7972-4eff-b47e-ee7c552ea117","4","Dear Arif, Cheerful to realize that the item could live upto the your desires! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[etailers]","[store]","[]","87.42","0","112030","positive","100.0","Nice and cheaper then other store, thnx flipkart","","Nakul Mepani","[[nice, cheaper]]","Flipkart","965c64c5-cc16-47ab-810a-d05598f8fdb8","4","Dear Nakul Mepani, Happy to know that your dog likes it! Keep sharing your wonderful experiences with all of us. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","44.245","0","112036","positive","98.0","Good","","Ajay Shrivastava","[]","Flipkart","9667ca70-a70a-499a-b1c9-1a038bbecd67","4","Dear Ajay Shrivastava,Thanks, we appreciate your feedback. "
"[deals-offers, packaging, price]","[deal, pack, money]","[]","47.585","0","112181","positive","100.0","Great deal. Money saver pack","","vishal Singh","[[great, saver]]","Flipkart","967c0f14-c605-4a9d-85c5-a4cb0b9d20fe","5","Dear vishal Singh, Happy to know that your dog likes it! Keep sharing your wonderful experiences with all of us. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[product-overall]","[product]","[]","45.84","0","111856","positive","98.0","I have One cat and 6 kitten. . Total 7.. they all love this product most. Thanks","","Sanghamitra Das","[[love, thanks]]","Flipkart","96932413-5006-410f-82a0-d1e987a99f12","4","We are happy that the product met your expectations! Thanks Sanghamitra Das for leaving the review."
"[product-overall]","[product]","[]","44.245","0","111991","positive","100.0","Good product","","Flipkart Customer","[[good]]","Flipkart","96b6f4e5-9c04-4717-9163-9b0fd4f5b1ed","4","Dear Flipkart Customer, Glad to realize that your dog prefers pedigree! Continue writing your magnificent encounters to every one of us. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","87.42","0","112213","positive","98.0","Nice for my pamarian","","Flipkart Customer","[[nice]]","Flipkart","96c76c89-4c38-44da-82fa-25f6b3cf40a2","4","Dear Flipkart Customer,Thanks, we appreciate your feedback. "
"[]","[]","[]","44.245","0","111722","positive","98.0","Good","","Balaji  Sariki","[]","Flipkart","978515fd-f595-435e-a795-e9f5953ad79b","3","Dear Balaji  Sariki,Thanks, we appreciate your feedback. "
"[]","[]","[]","98.96","0","111932","positive","98.0","Really Great, The Kitty loved it","","Flipkart Customer","[[great, loved, really great]]","Flipkart","979b76e2-d72c-43a5-b500-d784b18a0080","5","Dear Flipkart Customer,Thanks, we appreciate your feedback. "
"[delivery, product-overall]","[delivery, product]","[]","91.58","0","111771","positive","100.0","Let delivery but product is good","","Raj Singha","[[good]]","Flipkart","97e742c8-53e2-46c1-b3a3-71d792bfc10f","2","Dear Raj Singha, Glad to understand that your dog prefers pedigree! Continue writing your magnificent encounters to everyone. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[product-overall]","[puppy]","[]","32.05","0","112117","positive","98.0","My puppy loved this. But currently its show out of stock for my location. Plz avail it in my location.","","Soma Kundu","[[loved, out of stock]]","Flipkart","97f58bde-3ef2-4532-9099-32c965583145","4","We are happy that the product met your expectations! Thanks Soma Kundu for leaving the review."
"[]","[]","[]","46.885","0","112204","positive","98.0","Excellent","","Mrinalini  Singh","[]","Flipkart","98647ff0-67d4-477b-b863-af37abbb16c3","5","Dear Mrinalini  Singh,Thanks, we appreciate your feedback. "
"[product-overall]","[dog]","[]","98.9","0","111908","positive","100.0","Beautiful food for my dog, he really loved to eat.","","Sudipta Dasgupta","[[beautiful, loved]]","Flipkart","98b5dd89-6e96-4a04-a663-989eb0f40073","5","Dear Sudipta Dasgupta, We at pedigree are happy to know that the food was liked by your pet! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[packaging]","[packaging]","[]","0.0","0","112085","negative","100.0","My kittens love it!... And I love the packaging ☺","","Victoria  kim","[[love]]","Flipkart","98d86aea-a1ab-4c5f-8fda-c1f0087aa151","5","Dear Victoria  kim, Happy to know that the product could live upto the your expectations! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[dog-user-breed, product-overall]","[labrador, product]","[]","98.13","0","111621","positive","100.0","Good And Best product for Labrador","","Flipkart Customer","[[good, best, good and]]","Flipkart","99174fff-c5d8-465e-9afe-4956e65463b5","4","Dear Flipkart Customer, We're upbeat that you and your dog are content with the product! Thanks for composing back! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[product-overall]","[product]","[]","44.245","0","111527","positive","100.0","Good product","","Flipkart Customer","[[good]]","Flipkart","99206848-0bd0-42a9-9d72-4f5479128c08","3","Dear Flipkart Customer, Happy to know that the product could live upto the your expectations! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","88.59","0","111428","positive","98.0","Just too good for my pet.....she loves it very much","","Flipkart Customer","[[good, loves, too good, just too good]]","Flipkart","994518a2-4ff2-4c2e-a8c8-ae8916a89377","5","Dear Flipkart Customer,Thanks, we appreciate your feedback. "
"[health, product-overall]","[health, dog]","[]","88.49","0","111774","positive","100.0","Good for dog health","","Ashish Jaidev","[[good]]","Flipkart","9960013f-05e4-4fff-9fb2-e909547b54c5","2","Dear Ashish Jaidev, Glad to understand that your dog prefers pedigree! Continue writing your magnificent encounters to everyone. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","88.49","0","111356","positive","98.0","Good food for my cat","","Imran  Khan","[[good]]","Flipkart","9970bee0-7472-47c9-8d02-ef48a4845336","5","Dear Imran  Khan,Thanks, we appreciate your feedback. "
"[delivery, product-overall, vfm]","[delivery, product]","[[worth]]","88.49","0","112303","positive","100.0","Worth product so late delivery","","gaurav nainwal","[[late delivery]]","Flipkart","997ee145-c61e-4163-bf11-2b15284db5f8","1","Dear gaurav nainwal, Happy to know that your dog likes it! Keep sharing your wonderful experiences with all of us. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[product-overall]","[product]","[]","45.495","0","112001","positive","100.0","very good product","","gerad%20fabian muckell","[[good, very good]]","Flipkart","99883801-15f2-4bdc-9535-300b2518b8b2","5","Dear gerad%20fabian muckell, We're upbeat that you and your dog are content with the product! Thanks for composing back! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","1.76333333333","0","111980","positive","94.0","It was becoming a difficult task for me to introduce solid food to my 2 months old kitten. But she started eating this food almost immediately I introduced it to her. I'm really glad and I would definitely reorder it soon.","","Aryama Raychaudhuri","[[difficult, solid, glad, difficult task]]","Flipkart","999716c7-3017-4f11-97dd-1ce39c490a94","5","Dear Aryama Raychaudhuri,Thanks, we appreciate your feedback. "
"[product-overall, service]","[product, service]","[]","63.54","0","111960","positive","100.0","Best suppliment for cats... Service of flipkart is superb... I got my odered product one day before...","","Flipkart Customer","[[best, superb]]","Flipkart","99e48317-1974-4ffc-ba1b-e3d633854716","3","Dear Flipkart Customer, Glad to realize that your dog prefers pedigree! Continue writing your magnificent encounters to every one of us. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[product-overall, product-condition]","[product]","[[expired]]","-98.5","0","112190","negative","100.0","Product was expired my cat was shitting all over places after eating it","","peeali dutta","[[expired]]","Flipkart","9a064bd3-35dc-460d-9959-9fa0882ae49b","1","Dear peeali dutta, We are sorry for the difficulty caused to you and your pet. Please share your contact details so that we can help you better on our toll-free number 1800-4071-12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
"[]","[]","[]","44.245","0","111880","positive","98.0","good","","Flipkart Customer","[]","Flipkart","9a101fd2-9f38-4b12-a23e-043056749fc0","4","Dear Flipkart Customer,Thanks, we appreciate your feedback. "
"[product-overall]","[product]","[]","45.115","0","111902","positive","100.0","Very nice product","","Flipkart Customer","[[nice, very nice]]","Flipkart","9a22d1ed-86e2-440b-9d75-4a69485ae5fb","5","Dear Flipkart Customer, Glad to understand that your dog prefers pedigree! Continue writing your magnificent encounters to everyone. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[deals-offers]","[deal]","[]","47.585","0","112111","positive","100.0","Great deal","","Flipkart Customer","[[great]]","Flipkart","9a632a73-6914-4764-bd0f-2a5c43357340","3","Glad that your pet liked it Flipkart Customer. Thanks for writing back and keep sharing your wonderful experiences with us!"
"[body-parts, product-overall, health]","[hair, pedigree]","[[healthy]]","93.63","0","111729","positive","100.0","Superb........all in one food for my pet, now he looks more fair and healthy, and his hair is also not falling......good job by pedigree and flipkart","","Flipkart Customer","[[superb, fair, healthy, falling, good]]","Flipkart","9a66215f-a24f-4336-bed9-114825beb4b7","5","Dear Flipkart Customer, Super excited to know pedigree was liked by your dog! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[customer-care, product-overall, service]","[order, product, service]","[]","99.26","0","111999","positive","100.0","Great product, and awesome service by Flipkart, got it delivered within 24 hours of order placement :)","","Subhrajyoti Biswas","[[great, awesome]]","Flipkart","9a85dea1-2052-4428-97a8-276051200b1b","5","Dear Subhrajyoti Biswas, We're pleased to know your dog appreciates pedigree. Do continue imparting more pedigree encounters to all of us. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","44.245","0","111930","positive","98.0","Good","","Hemanta kumar Das Das","[]","Flipkart","9add3553-f932-49b5-803f-fb2f16a08b0e","5","Dear Hemanta kumar Das Das,Thanks, we appreciate your feedback. "
"[product-overall]","[product]","[]","44.245","0","111727","positive","100.0","Good product","","pazhanivel","[[good]]","Flipkart","9afc5751-4b0d-4aff-bfb2-8bb70f322c9d","5","We are happy that the product met your expectations! Thanks pazhanivel for leaving the review."
"[]","[]","[]","44.245","0","111530","positive","98.0","Good","","Ravikumar k c","[]","Flipkart","9affb748-7202-4056-aabe-5f9ec1cc697a","3","Dear Ravikumar k c,Thanks, we appreciate your feedback. "
"[]","[]","[]","-46.155","0","111790","negative","98.0","Pathetic quality","","Nishank Mishra","[[pathetic]]","Flipkart","9b579555-7480-4fb4-b21d-3e4d313c6b85","1","Dear Nishank Mishra,Thanks, we appreciate your feedback. "
"[delivery, product-overall]","[delivery, product]","[]","95.17","0","111728","positive","100.0","Awsome product and delivery","","Anant Jain","[[awsome]]","Flipkart","9bbd7461-08c5-4c18-a3fd-237770e02cab","5","Dear Anant Jain, We're glad to know your pet enjoys pedigree. Do keep sharing more pedigree experiences with us. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","93.385","0","112270","positive","98.0","Really nice...... my doggie loves it :)","","Flipkart Customer","[[nice, loves, really nice]]","Flipkart","9bbeca4a-b54d-41bb-aba3-48fb1f2e6418","4","Dear Flipkart Customer,Thanks, we appreciate your feedback. "
"[]","[]","[]","94.87","0","112078","positive","98.0","My cat's favourite food by far.","","James Mangte","[]","Flipkart","9bd98af8-801e-4760-b882-ece78e69048b","5","Dear James Mangte,Thanks, we appreciate your feedback. "
"[delivery, product-overall, delivery]","[delivery, product]","[[fast delivery]]","87.42","0","112246","positive","100.0","Nice product fast delivery","","Flipkart Customer","[[nice, fast]]","Flipkart","9c6535a9-7213-4413-87c4-6b3abe67ebfa","5","Dear Flipkart Customer, Happy to hear your great experience with pedigree, do continue keeping in touch with us with all the more such wonderful encounters! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[service]","[service]","[]","46.885","0","112055","positive","100.0","Excellent service","","Ankit Bhatt","[[excellent]]","Flipkart","9d1a70ec-8012-44f1-919a-afd84db6b09f","5","Dear Ankit Bhatt, thanks for your valuable feedback. We are happy that the product could reach your expectations."
"[product-overall]","[product]","[]","44.245","0","111973","positive","100.0","Good product","","Imran","[[good]]","Flipkart","9d796fdf-c101-495a-b17b-6c4321ddd375","5","Dear Imran, We're upbeat that you and your dog are content with the product! Thanks for composing back! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[product-overall]","[product]","[]","88.27","0","112312","positive","100.0","Flipkart Assurance always maintained their name! Great product","","Rajveer Singh","[[assurance, great]]","Flipkart","9d8a8367-fa40-46d8-a72c-70477a462ae7","4","Dear Rajveer Singh, We're happy that you and your dog are happy with the product! Thanks for writing back! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","44.245","0","112185","positive","98.0","Good one","","Flipkart Customer","[[good]]","Flipkart","9d970469-e118-4bcf-bab0-5e596740761a","5","Dear Flipkart Customer,Thanks, we appreciate your feedback. "
"[packaging, product-overall]","[packaging, product]","[]","90.23","0","111427","positive","100.0","Very nice product and packaging.","","Flipkart Customer","[[nice, very nice, very nice product]]","Flipkart","9dcb5054-a687-4f40-bcb5-6feed8bc954a","5","Dear Flipkart Customer, Glad to hear your wonderful experience with pedigree, do keep writing to us with more such awesome experiences! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","43.71","0","111466","positive","98.0","Satisfied","","Arjun","[]","Flipkart","9ddffb65-e5bc-47fa-ba65-707d4513cd48","5","Dear Arjun,Thanks, we appreciate your feedback. "
"[]","[]","[]","47.27","0","111482","positive","98.0","super","","Flipkart Customer","[]","Flipkart","9df9e9ba-511e-46bd-816a-7a59e4849894","4","Dear Flipkart Customer,Thanks, we appreciate your feedback. "
"[product-overall]","[pedigree]","[]","97.24","0","112020","positive","100.0","Very very helpful for shopping lovely pet for pedigree","","Flipkart Customer","[[helpful, lovely, very helpful]]","Flipkart","9e25ae35-dcb9-4987-962a-2799330d1943","4","We are happy that the product met your expectations! Thanks Flipkart Customer for leaving the review."
"[]","[]","[]","81.37","0","111324","positive","98.0","My cat gone crazy for this..","","Flipkart Customer","[[crazy]]","Flipkart","9e6787dc-eecc-4221-94bb-6680d3cc7ea5","5","Dear Flipkart Customer,Thanks, we appreciate your feedback. "
"[service]","[experience]","[]","0.0","0","111805","negative","100.0","Gr8 experience with flipkart","","himanshu chaubey","[[gr8]]","Flipkart","9e8829dc-dae8-4f34-8f2a-dfc08c011c79","5","Dear himanshu chaubey, Glad to realize that your dog prefers pedigree! Continue writing your magnificent encounters to every one of us. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[product-overall, taste]","[dog]","[[yummy]]","92.045","0","111595","positive","100.0","My dog loves it ..yummy yummy","","Dev S","[[loves]]","Flipkart","9e9cc47f-06f4-4c7a-92ac-7d90e0f61885","5","Dear Dev S, We at pedigree are cheerful to realize that the nourishment was loved by your pet! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","44.245","0","112042","positive","98.0","Good","","Flipkart Customer","[]","Flipkart","9ec8dc83-10ab-4fec-b355-abc60583425b","5","Dear Flipkart Customer,Thanks, we appreciate your feedback. "
"[dog-user-breed, food-condition, product-overall]","[pug, hard, pedigree, puppy]","[]","-63.94","0","111524","negative","100.0","My pug never touch also this pedigree they have mention this pedigree for small puppy also but my puppy never touch also become pedigree is very hard .","","Flipkart Customer","[[hard]]","Flipkart","9ef8886e-d574-42bd-952f-ef5107c453b5","1","Dear Flipkart Customer, We apologize for the inconvenience caused. Please get in touch with us on our toll-free number 1800-4071-12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
"[product-overall]","[product]","[]","90.99","0","112043","positive","100.0","Very good product for dogs.","","rupinder singh","[[good, very good]]","Flipkart","9f0fe481-0bb7-41f9-a3d4-c84c6f2f0b2f","5","Dear rupinder singh, Glad to realize that your dog prefers pedigree! Continue writing your magnificent encounters to every one of us. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","44.245","0","111538","positive","98.0","It's good","","sanchyita kanrar","[[good]]","Flipkart","9f12dec8-68d1-4cdb-adc7-ab7609588f9c","1","Dear sanchyita kanrar,Thanks, we appreciate your feedback. "
"[]","[]","[]","86.19","0","111827","positive","98.0","My silky milky  loves it...","","Flipkart Customer","[[loves]]","Flipkart","9f1c8c4a-961e-4b1e-99e9-89f3809d11df","5","Dear Flipkart Customer,Thanks, we appreciate your feedback. "
"[product-overall, service, service]","[product, dog, service]","[[received]]","43.9775","0","111714","positive","100.0","Product is not new for me. I always buy it for our dog. Service is good. Received on same day as quoted at the time of booking.","","Prasad Palsule","[[good, received]]","Flipkart","9f6d0323-4b87-42d5-83df-b4faa7e18f22","5","Dear Prasad Palsule, Cheerful to realize that the item could live upto the your desires! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","44.245","0","111342","positive","98.0","Good for cat","","Kaushal Kawa","[[good]]","Flipkart","9f7dee32-c77f-44ac-8d71-11994129bae4","5","Dear Kaushal Kawa,Thanks, we appreciate your feedback. "
"[product-dimensions, product-overall, product-duplicate]","[kg, product, item]","[[fake]]","-4.46","0","111586","negative","100.0","Product main likha hua hai 10 kg lekin I was wait the product it was 8.300g only Fack item and fake flipkar on this item","","Rohit  Sah","[[fake]]","Flipkart","9ff6731d-bc8e-49ed-9822-c1a15c8d2342","1","Dear Rohit  Sah, We are sorry for the difficulty caused to you and your pet. Please share your contact details so that we can help you better on our toll-free number 1800-4071-12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
"[customer-care, deals-offers, food-ingredients, price, product-condition, product-overall, vfm]","[order, deal, chicken, price, rate, manufacturing date, product, item, pet food, price]","[]","7.37428571429","0","112125","positive","100.0","My 1 year old Lab loves this chicken gravy like anything . Browsing for some pet food and this product got my attention as its was only for Rs130/-  Considering the price its a Tsunami of a deal for me . Normal price is around Rs420/- but here in Flipkart got it for more than half rate of it . PLUS manufacturing date of each item i checked is 31/7/17 which is 4 months old . What else one can get .. As soon as my order got placed , it went OUT OF STOCK . Since then refreshed my browser n number of times and got lucky thrice , ORDERED 3 MORE","","jatin hatwal","[[loves, like, normal, refreshed, lucky, out of stock]]","Flipkart","a03e3304-4599-4863-9031-a0857ba3a814","5","Dear jatin hatwal, We at pedigree are cheerful to realize that the nourishment was loved by your pet! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[delivery]","[delivery]","[]","49.03","0","111479","positive","100.0","Superb good delivery","","yogendra babu.D","[[superb, good]]","Flipkart","a04242f6-f0b2-46f2-946f-348b45314e90","5","Dear yogendra babu.D, We're pleased to know your dog appreciates pedigree. Do continue imparting more pedigree encounters to all of us. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","43.71","0","111368","positive","98.0","Nice","","Ankit Joshi","[]","Flipkart","a08a34e9-5fdf-4888-9e60-6c34f9108834","4","Dear Ankit Joshi,Thanks, we appreciate your feedback. "
"[customer-care, delivery]","[order, delivery]","[]","86.8075","0","112218","positive","100.0","It's good.my sweetie loves it.sticks are small but it's okay..and delivery express's delivery was good i got it in 2 days after placing the order.","","Lucky","[[sweetie, loves, good, was good]]","Flipkart","a0b30e8b-3138-4272-8a6a-654ba901eb1f","3","Dear Lucky, Happy to know that the product could live upto the your expectations! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","44.245","0","112296","positive","98.0","Good","","Flipkart Customer","[]","Flipkart","a0e40fa7-1059-49cb-8f97-6ce59e118827","2","Dear Flipkart Customer,Thanks, we appreciate your feedback. "
"[]","[]","[]","44.245","0","111772","positive","98.0","Good","","Flipkart Customer","[]","Flipkart","a0eee8ae-a047-4979-b373-ac3f9597f101","2","Dear Flipkart Customer,Thanks, we appreciate your feedback. "
"[]","[]","[]","93.77","0","112080","positive","98.0","Excellent  food for small kitten","","Ujjwal Ninawe","[[excellent]]","Flipkart","a138a9b2-dc28-443b-943b-764f9625caa5","5","Dear Ujjwal Ninawe,Thanks, we appreciate your feedback. "
"[]","[]","[]","86.19","0","112276","positive","98.0","My American spits loves it","","Aurek Chattopadhyay","[[loves]]","Flipkart","a1b675ca-81f7-4013-a65f-45c46a165098","5","Dear Aurek Chattopadhyay,Thanks, we appreciate your feedback. "
"[product-overall, delivery]","[product]","[[timely]]","96.71","0","111709","positive","100.0","good product timely delivered thanks","","harbhajan dass","[[good, timely, thanks]]","Flipkart","a1de52e9-7229-475d-b0a1-5d73cfd16c22","5","Glad that your pet liked it harbhajan dass. Thanks for writing back and keep sharing your wonderful experiences with us!"
"[product-overall]","[dog]","[]","81.8966666667","0","111457","positive","100.0","It is a good product.my dog has incresed his power by eating this.thank you","","Murukan Subramaniom","[[good, a good]]","Flipkart","a1ea2660-7d7d-4471-a460-7692a7d27d5e","3","We are happy that the product met your expectations! Thanks Murukan Subramaniom for leaving the review."
"[]","[]","[]","44.245","0","114179","positive","98.0","Good for dogs","","Flipkart Customer","[[good]]","Flipkart","a1ea667d-586c-4266-aca2-24b822dbad58","4","Dear Flipkart Customer,Thanks, we appreciate your feedback. "
"[etailers, price, vfm, vfm]","[market, price, price]","[[worth]]","97.56","0","112306","positive","100.0","My pet loves to eat it, so worth buy if price is 110-115, because its available in market too at Rs 30 per piece.","","Flipkart Customer","[[loves, available]]","Flipkart","a23bf8b6-cff5-468d-b31f-673ed81f83fc","5","Dear Flipkart Customer, thanks for your valuable feedback. We are happy that the product could reach your expectations."
